,interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation
IHHB_PTCH1_SMO,ihhb - (ptch1+smo),HH,ihhb,PTCH1_SMO,,,HH activation receptor,HH inhibition receptor,KEGG: mmu04340; PMID: 25701396,Secreted Signaling
IHHA_PTCH1_SMO,ihha - (ptch1+smo),HH,ihha,PTCH1_SMO,,,HH activation receptor,HH inhibition receptor,KEGG: mmu04340; PMID: 25701396,Secreted Signaling
DHH_PTCH1_SMO,dhh - (ptch1+smo),HH,dhh,PTCH1_SMO,,,HH activation receptor,HH inhibition receptor,KEGG: mmu04340; PMID: 25701396,Secreted Signaling
SHHA_PTCH1_SMO,shha - (ptch1+smo),HH,shha,PTCH1_SMO,,,HH activation receptor,HH inhibition receptor,KEGG: mmu04340; PMID: 25701396,Secreted Signaling
SHHB_PTCH1_SMO,shhb - (ptch1+smo),HH,shhb,PTCH1_SMO,,,HH activation receptor,HH inhibition receptor,KEGG: mmu04340; PMID: 25701396,Secreted Signaling
IHHB_PTCH2_SMO,ihhb - (ptch2+smo),HH,ihhb,PTCH2_SMO,,,HH activation receptor,HH inhibition receptor,KEGG: mmu04340; PMID: 25701396,Secreted Signaling
IHHA_PTCH2_SMO,ihha - (ptch2+smo),HH,ihha,PTCH2_SMO,,,HH activation receptor,HH inhibition receptor,KEGG: mmu04340; PMID: 25701396,Secreted Signaling
DHH_PTCH2_SMO,dhh - (ptch2+smo),HH,dhh,PTCH2_SMO,,,HH activation receptor,HH inhibition receptor,KEGG: mmu04340; PMID: 25701396,Secreted Signaling
SHHA_PTCH2_SMO,shha - (ptch2+smo),HH,shha,PTCH2_SMO,,,HH activation receptor,HH inhibition receptor,KEGG: mmu04340; PMID: 25701396,Secreted Signaling
SHHB_PTCH2_SMO,shhb - (ptch2+smo),HH,shhb,PTCH2_SMO,,,HH activation receptor,HH inhibition receptor,KEGG: mmu04340; PMID: 25701396,Secreted Signaling
MIF_CD74_CXCR4_1,mif - (cd74a+cxcr4a),MIF,mif,CD74_CXCR4_1,,,,,PMID: 29637711; PMID: 24760155,Secreted Signaling
MIF_CD74_CXCR4_2,mif - (cd74a+cxcr4b),MIF,mif,CD74_CXCR4_2,,,,,PMID: 29637711; PMID: 24760155,Secreted Signaling
MIF_CD74_CXCR4_3,mif - (cd74b+cxcr4a),MIF,mif,CD74_CXCR4_3,,,,,PMID: 29637711; PMID: 24760155,Secreted Signaling
MIF_CD74_CXCR4_4,mif - (cd74b+cxcr4b),MIF,mif,CD74_CXCR4_4,,,,,PMID: 29637711; PMID: 24760155,Secreted Signaling
MIF_CD74_CD44_1,mif - (cd74a+cd44a),MIF,mif,CD74_CD44_1,,,,,PMID: 29637711; PMID: 26175090,Secreted Signaling
MIF_CD74_CD44_2,mif - (cd74a+cd44b),MIF,mif,CD74_CD44_2,,,,,PMID: 29637711; PMID: 26175090,Secreted Signaling
MIF_CD74_CD44_3,mif - (cd74b+cd44a),MIF,mif,CD74_CD44_3,,,,,PMID: 29637711; PMID: 26175090,Secreted Signaling
MIF_CD74_CD44_4,mif - (cd74b+cd44b),MIF,mif,CD74_CD44_4,,,,,PMID: 29637711; PMID: 26175090,Secreted Signaling
MIF_CD74_CXCR2_1,mif - (cd74a+cxcr2),MIF,mif,CD74_CXCR2_1,,,,,PMID: 29637711; PMID: 26175090,Secreted Signaling
MIF_CD74_CXCR2_2,mif - (cd74b+cxcr2),MIF,mif,CD74_CXCR2_2,,,,,PMID: 29637711; PMID: 26175090,Secreted Signaling
IL15_IL15RA_IL2RB,il15 - (il15ra+il2rb),IL2,il15,IL15RA_IL2RB,,,,,KEGG: mmu04060,Secreted Signaling
M17_CNTFR_LIFR,m17 - (cntfr+lifr),LIFR,m17,CNTFR_LIFR,,,,,KEGG: mmu04060,Secreted Signaling
CLCF1_CNTFR_LIFR,clcf1 - (cntfr+lifr),LIFR,clcf1,CNTFR_LIFR,,,,,KEGG: mmu04060,Secreted Signaling
IL10_IL10RA_IL10RB,il10 - (il10ra+il10rb),IL10,il10,IL10RA_IL10RB,,,,,KEGG: mmu04060,Secreted Signaling
IL19L_IL20RA_IL20RB,il19l - (il20ra+il20rb),IL10,il19l,IL20RA_IL20RB,,,,,KEGG: mmu04060,Secreted Signaling
IL19L_IL22RA1_IL20RB,il19l - (il22ra1+il20rb),IL10,il19l,IL22RA1_IL20RB,,,,,KEGG: mmu04060,Secreted Signaling
IL1FMA_IL1R1_IL1RAP,il1fma - (il1r1+il1rap),IL1,il1fma,IL1R1_IL1RAP,,IL antagonist,,,KEGG: mmu04060,Secreted Signaling
IL1B_IL1R1_IL1RAP,il1b - (il1r1+il1rap),IL1,il1b,IL1R1_IL1RAP,,IL antagonist,,,KEGG: mmu04060,Secreted Signaling
IL1FMA_IL1RL2_IL1RAP,il1fma - (il1rl2+il1rap),IL1,il1fma,IL1RL2_IL1RAP,,,,,KEGG: mmu04060,Secreted Signaling
IL1FB_IL1RL2_IL1RAP,il1b - (il1rl2+il1rap),IL1,il1b,IL1RL2_IL1RAP,,,,,KEGG: mmu04060,Secreted Signaling
IL17AF3_IL17RA_IL17RC,il17a/f3 - (il17ra+il17rc),IL17,il17a/f3,IL17RA_IL17RC,,,,,KEGG: mmu04060,Secreted Signaling
IL17AF1_IL17RA_IL17RC,il17a/f1 - (il17ra+il17rc),IL17,il17a/f1,IL17RA_IL17RC,,,,,KEGG: mmu04060,Secreted Signaling
IFNPHI2_IFNAR1_IFNAR2,ifnphi2 - (ifnar1+ifnar2),IFN-I,ifnphi2,IFNAR1_IFNAR2,,,,,KEGG: mmu04060,Secreted Signaling
IFNPHI3_IFNAR1_IFNAR2,ifnphi3 - (ifnar1+ifnar2),IFN-I,ifnphi3,IFNAR1_IFNAR2,,,,,KEGG: mmu04060,Secreted Signaling
IFNG1_IFNGR1_IFNGR2,ifng1 - (ifngr1+ifngr2),IFN-II,ifng1,IFNGR1_IFNGR2,,,,,KEGG: mmu04060,Secreted Signaling
IFNG1R_IFNGR1_IFNGR2,ifng1r - (ifngr1+ifngr2),IFN-II,ifng1r,IFNGR1_IFNGR2,,,,,KEGG: mmu04060,Secreted Signaling
TNFSF10L4_ITGA2B_ITGB3_1,tnfsf10l4 - (itga2b+itgb3b),CD40,tnfsf10l4,ITGA2B_ITGB3_1,,,,,PMID: 28676852,Secreted Signaling
TNFSF10L4_ITGA2B_ITGB3_2,tnfsf10l4 - (itga2b+itgb3a),CD40,tnfsf10l4,ITGA2B_ITGB3_2,,,,,PMID: 28676852,Secreted Signaling
TNFSF10L4_ITGA5_ITGB1,tnfsf10l4 - (itga5+itgb1),CD40,tnfsf10l4,ITGA5_ITGB1,,,,,PMID: 28676852,Secreted Signaling
TNFSF10L4_ITGAM_ITGB2,tnfsf10l4 - (itgam+itgb2),CD40,tnfsf10l4,ITGAM_ITGB2,,,,,PMID: 28676852,Secreted Signaling
NAMPT_ITGA5_ITGB1_1,nampta - (itga5+itgb1),VISFATIN,nampta,ITGA5_ITGB1,,,,,PMID: 28490838,Secreted Signaling
NAMPT_ITGA5_ITGB1_2,si:dkey-145c18.3 - (itga5+itgb1),VISFATIN,si:dkey-145c18.3,ITGA5_ITGB1,,,,,PMID: 28490838,Secreted Signaling
NAMPT_ITGA5_ITGB1_3,si:dkey-145c18.2 - (itga5+itgb1),VISFATIN,si:dkey-145c18.2,ITGA5_ITGB1,,,,,PMID: 28490838,Secreted Signaling
ANGPTL1A_ITGA1_ITGB1,angptl1a - (itga1+itgb1),ANGPTL,angptl1a,ITGA1_ITGB1,,,,,PMID: 24478758,Secreted Signaling
ANGPTL1B_ITGA1_ITGB1,angptl1b - (itga1+itgb1),ANGPTL,angptl1b,ITGA1_ITGB1,,,,,PMID: 24478758,Secreted Signaling
ANGPTL2B_ITGA5_ITGB1,angptl2b - (itga5+itgb1),ANGPTL,angptl2b,ITGA5_ITGB1,,,,,PMID: 24478758,Secreted Signaling
ANGPTL2A_ITGA5_ITGB1,angptl2a - (itga5+itgb1),ANGPTL,angptl2a,ITGA5_ITGB1,,,,,PMID: 24478758,Secreted Signaling
ANGPTL4_ITGA5_ITGB1,angptl4 - (itga5+itgb1),ANGPTL,angptl4,ITGA5_ITGB1,,,,,PMID: 30049845,Secreted Signaling
ANGPTL4_ITGAV_ITGB3_1,angptl4 - (itgav+itgb3b),ANGPTL,angptl4,ITGAV_ITGB3_1,,,,,PMID: 30049845,Secreted Signaling
ANGPTL4_ITGAV_ITGB3_2,angptl4 - (itgav+itgb3a),ANGPTL,angptl4,ITGAV_ITGB3_2,,,,,PMID: 30049845,Secreted Signaling
ANGPTL3_ITGAV_ITGB3_1,angptl3 - (itgav+itgb3b),ANGPTL,angptl3,ITGAV_ITGB3_1,,,,,PMID: 30049845,Secreted Signaling
ANGPTL3_ITGAV_ITGB3_2,angptl3 - (itgav+itgb3a),ANGPTL,angptl3,ITGAV_ITGB3_2,,,,,PMID: 30049845,Secreted Signaling
ANGPT2A_ITGA5_ITGB1,angpt2a - (itga5+itgb1),ANGPT,angpt2a,ITGA5_ITGB1,,,,ANGPT inhibition receptor 2,PMID: 20651738; PMID: 25635707,Secreted Signaling
MDKB_ITGA4_ITGB1,mdkb - (itga4+itgb1),MK,mdkb,ITGA4_ITGB1,,,,,PMID: 28356350,Secreted Signaling
MDKA_ITGA4_ITGB1,mdka - (itga4+itgb1),MK,mdka,ITGA4_ITGB1,,,,,PMID: 28356350,Secreted Signaling
MDKB_ITGA6_ITGB1_1,mdkb - (itga6b+itgb1),MK,mdkb,ITGA6_ITGB1_1,,,,,PMID: 28356350,Secreted Signaling
MDKB_ITGA6_ITGB1_2,mdkb - (itga6a+itgb1),MK,mdkb,ITGA6_ITGB1_2,,,,,PMID: 28356350,Secreted Signaling
MDKA_ITGA6_ITGB1_1,mdka - (itga6b+itgb1),MK,mdka,ITGA6_ITGB1_1,,,,,PMID: 28356350,Secreted Signaling
MDKA_ITGA6_ITGB1_2,mdka - (itga6a+itgb1),MK,mdka,ITGA6_ITGB1_2,,,,,PMID: 28356350,Secreted Signaling
PTN_ITGAV_ITGB3_1,ptn - (itgav+itgb3b),PTN,ptn,ITGAV_ITGB3_1,,,,,PMID: 28356350; PMID: 25620911,Secreted Signaling
POSTNA_ITGAV_ITGB3_1,postna - (itgav+itgb3b),PERIOSTIN,postna,ITGAV_ITGB3_1,,,,,PMID: 26721738,Secreted Signaling
POSTNB_ITGAV_ITGB3_1,postnb - (itgav+itgb3b),PERIOSTIN,postnb,ITGAV_ITGB3_1,,,,,PMID: 26721738,Secreted Signaling
PTN_ITGAV_ITGB3_2,ptn - (itgav+itgb3a),PTN,ptn,ITGAV_ITGB3_2,,,,,PMID: 28356350; PMID: 25620911,Secreted Signaling
POSTNA_ITGAV_ITGB3_2,postna - (itgav+itgb3a),PERIOSTIN,postna,ITGAV_ITGB3_2,,,,,PMID: 26721738,Secreted Signaling
POSTNB_ITGAV_ITGB3_2,postnb - (itgav+itgb3a),PERIOSTIN,postnb,ITGAV_ITGB3_2,,,,,PMID: 26721738,Secreted Signaling
POSTNA_ITGAV_ITGB5,postna - (itgav+itgb5),PERIOSTIN,postna,ITGAV_ITGB5,,,,,PMID: 26721738,Secreted Signaling
POSTNB_ITGAV_ITGB5,postnb - (itgav+itgb5),PERIOSTIN,postnb,ITGAV_ITGB5,,,,,PMID: 26721738,Secreted Signaling
C3A5_ITGAM_ITGB2,c3a.5 - (itgam+itgb2),COMPLEMENT,c3a.5,ITGAM_ITGB2,,,,,PMID: 16234578,Secreted Signaling
C3B2_ITGAM_ITGB2,c3b.2 - (itgam+itgb2),COMPLEMENT,c3b.2,ITGAM_ITGB2,,,,,PMID: 16234578,Secreted Signaling
C3A1_ITGAM_ITGB2,c3a.1 - (itgam+itgb2),COMPLEMENT,c3a.1,ITGAM_ITGB2,,,,,PMID: 16234578,Secreted Signaling
C3B1_ITGAM_ITGB2,c3b.1 - (itgam+itgb2),COMPLEMENT,c3b.1,ITGAM_ITGB2,,,,,PMID: 16234578,Secreted Signaling
C3A2_ITGAM_ITGB2,c3a.2 - (itgam+itgb2),COMPLEMENT,c3a.2,ITGAM_ITGB2,,,,,PMID: 16234578,Secreted Signaling
C3A3_ITGAM_ITGB2,c3a.3 - (itgam+itgb2),COMPLEMENT,c3a.3,ITGAM_ITGB2,,,,,PMID: 16234578,Secreted Signaling
C3A4_ITGAM_ITGB2,c3a.4 - (itgam+itgb2),COMPLEMENT,c3a.4,ITGAM_ITGB2,,,,,PMID: 16234578,Secreted Signaling
C3A6_ITGAM_ITGB2,c3a.6 - (itgam+itgb2),COMPLEMENT,c3a.6,ITGAM_ITGB2,,,,,PMID: 16234578,Secreted Signaling
C3A5_ITGAX_ITGB2,c3a.5 - (itgax+itgb2),COMPLEMENT,c3a.5,ITGAX_ITGB2,,,,,PMID: 16234578,Secreted Signaling
C3B2_ITGAX_ITGB2,c3b.2 - (itgax+itgb2),COMPLEMENT,c3b.2,ITGAX_ITGB2,,,,,PMID: 16234578,Secreted Signaling
C3A1_ITGAX_ITGB2,c3a.1 - (itgax+itgb2),COMPLEMENT,c3a.1,ITGAX_ITGB2,,,,,PMID: 16234578,Secreted Signaling
C3B1_ITGAX_ITGB2,c3b.1 - (itgax+itgb2),COMPLEMENT,c3b.1,ITGAX_ITGB2,,,,,PMID: 16234578,Secreted Signaling
C3A2_ITGAX_ITGB2,c3a.2 - (itgax+itgb2),COMPLEMENT,c3a.2,ITGAX_ITGB2,,,,,PMID: 16234578,Secreted Signaling
C3A3_ITGAX_ITGB2,c3a.3 - (itgax+itgb2),COMPLEMENT,c3a.3,ITGAX_ITGB2,,,,,PMID: 16234578,Secreted Signaling
C3A4_ITGAX_ITGB2,c3a.4 - (itgax+itgb2),COMPLEMENT,c3a.4,ITGAX_ITGB2,,,,,PMID: 16234578,Secreted Signaling
C3A6_ITGAX_ITGB2,c3a.6 - (itgax+itgb2),COMPLEMENT,c3a.6,ITGAX_ITGB2,,,,,PMID: 16234578,Secreted Signaling
SEMA3AB_NRP1_PLXNA1,sema3ab - (nrp1+plxna1),SEMA3,sema3ab,NRP1_PLXNA1,,,,,PMID: 27533782,Secreted Signaling
SEMA3AB_NRP1_PLXNA2,sema3ab - (nrp1+plxna2),SEMA3,sema3ab,NRP1_PLXNA2,,,,,PMID: 27533782,Secreted Signaling
SEMA3AB_NRP1_PLXNA3,sema3ab - (nrp1+plxna3),SEMA3,sema3ab,NRP1_PLXNA3,,,,,PMID: 27533782,Secreted Signaling
SEMA3AB_NRP1_PLXNA4,sema3ab - (nrp1+plxna4),SEMA3,sema3ab,NRP1_PLXNA4,,,,,PMID: 27533782,Secreted Signaling
SEMA3B_NRP1_PLXNA1,sema3b - (nrp1+plxna1),SEMA3,sema3b,NRP1_PLXNA1,,,,,PMID: 27533782,Secreted Signaling
SEMA3B_NRP1_PLXNA2,sema3b - (nrp1+plxna2),SEMA3,sema3b,NRP1_PLXNA2,,,,,PMID: 27533782,Secreted Signaling
SEMA3B_NRP1_PLXNA3,sema3b - (nrp1+plxna3),SEMA3,sema3b,NRP1_PLXNA3,,,,,PMID: 27533782,Secreted Signaling
SEMA3B_NRP1_PLXNA4,sema3b - (nrp1+plxna4),SEMA3,sema3b,NRP1_PLXNA4,,,,,PMID: 27533782,Secreted Signaling
SEMA3C_NRP1_PLXNA1,sema3c - (nrp1+plxna1),SEMA3,sema3c,NRP1_PLXNA1,,,,,PMID: 27533782,Secreted Signaling
SEMA3C_NRP1_PLXNA2,sema3c - (nrp1+plxna2),SEMA3,sema3c,NRP1_PLXNA2,,,,,PMID: 27533782,Secreted Signaling
SEMA3C_NRP1_PLXNA3,sema3c - (nrp1+plxna3),SEMA3,sema3c,NRP1_PLXNA3,,,,,PMID: 27533782,Secreted Signaling
SEMA3C_NRP1_PLXNA4,sema3c - (nrp1+plxna4),SEMA3,sema3c,NRP1_PLXNA4,,,,,PMID: 27533782,Secreted Signaling
SEMA3D_NRP1_PLXNA1,sema3d - (nrp1+plxna1),SEMA3,sema3d,NRP1_PLXNA1,,,,,PMID: 27533782,Secreted Signaling
SEMA3D_NRP1_PLXNA2,sema3d - (nrp1+plxna2),SEMA3,sema3d,NRP1_PLXNA2,,,,,PMID: 27533782,Secreted Signaling
SEMA3D_NRP1_PLXNA3,sema3d - (nrp1+plxna3),SEMA3,sema3d,NRP1_PLXNA3,,,,,PMID: 27533782,Secreted Signaling
SEMA3D_NRP1_PLXNA4,sema3d - (nrp1+plxna4),SEMA3,sema3d,NRP1_PLXNA4,,,,,PMID: 27533782,Secreted Signaling
SEMA3B_NRP2_PLXNA1_1,sema3b - (nrp2a+plxna1a),SEMA3,sema3b,NRP2_PLXNA1_1,,,,,PMID: 27533782,Secreted Signaling
SEMA3B_NRP2_PLXNA2_1,sema3b - (nrp2a+plxna2),SEMA3,sema3b,NRP2_PLXNA2_1,,,,,PMID: 27533782,Secreted Signaling
SEMA3B_NRP2_PLXNA3_1,sema3b - (nrp2a+plxna3),SEMA3,sema3b,NRP2_PLXNA3_1,,,,,PMID: 27533782,Secreted Signaling
SEMA3B_NRP2_PLXNA1_2,sema3b - (nrp2b+plxna1a),SEMA3,sema3b,NRP2_PLXNA1_2,,,,,PMID: 27533782,Secreted Signaling
SEMA3B_NRP2_PLXNA2_2,sema3b - (nrp2b+plxna2),SEMA3,sema3b,NRP2_PLXNA2_2,,,,,PMID: 27533782,Secreted Signaling
SEMA3B_NRP2_PLXNA3_2,sema3b - (nrp2b+plxna3),SEMA3,sema3b,NRP2_PLXNA3_2,,,,,PMID: 27533782,Secreted Signaling
SEMA3B_NRP2_PLXNA4,sema3b - (nrp2+plxna4),SEMA3,sema3b,NRP2_PLXNA4,,,,,PMID: 27533782,Secreted Signaling
SEMA3C_NRP2_PLXNA1_1,sema3c - (nrp2a+plxna1a),SEMA3,sema3c,NRP2_PLXNA1_1,,,,,PMID: 27533782,Secreted Signaling
SEMA3C_NRP2_PLXNA2_1,sema3c - (nrp2a+plxna2),SEMA3,sema3c,NRP2_PLXNA2_1,,,,,PMID: 27533782,Secreted Signaling
SEMA3C_NRP2_PLXNA3_1,sema3c - (nrp2a+plxna3),SEMA3,sema3c,NRP2_PLXNA3_1,,,,,PMID: 27533782,Secreted Signaling
SEMA3C_NRP2_PLXNA1_2,sema3c - (nrp2b+plxna1a),SEMA3,sema3c,NRP2_PLXNA1_2,,,,,PMID: 27533782,Secreted Signaling
SEMA3C_NRP2_PLXNA2_2,sema3c - (nrp2b+plxna2),SEMA3,sema3c,NRP2_PLXNA2_2,,,,,PMID: 27533782,Secreted Signaling
SEMA3C_NRP2_PLXNA3_2,sema3c - (nrp2b+plxna3),SEMA3,sema3c,NRP2_PLXNA3_2,,,,,PMID: 27533782,Secreted Signaling
SEMA3C_NRP2_PLXNA4,sema3c - (nrp2+plxna4),SEMA3,sema3c,NRP2_PLXNA4,,,,,PMID: 27533782,Secreted Signaling
SEMA3D_NRP2_PLXNA1_1,sema3d - (nrp2a+plxna1a),SEMA3,sema3d,NRP2_PLXNA1_1,,,,,PMID: 27533782,Secreted Signaling
SEMA3D_NRP2_PLXNA2_1,sema3d - (nrp2a+plxna2),SEMA3,sema3d,NRP2_PLXNA2_1,,,,,PMID: 27533782,Secreted Signaling
SEMA3D_NRP2_PLXNA3_1,sema3d - (nrp2a+plxna3),SEMA3,sema3d,NRP2_PLXNA3_1,,,,,PMID: 27533782,Secreted Signaling
SEMA3D_NRP2_PLXNA1_2,sema3d - (nrp2b+plxna1a),SEMA3,sema3d,NRP2_PLXNA1_2,,,,,PMID: 27533782,Secreted Signaling
SEMA3D_NRP2_PLXNA2_2,sema3d - (nrp2b+plxna2),SEMA3,sema3d,NRP2_PLXNA2_2,,,,,PMID: 27533782,Secreted Signaling
SEMA3D_NRP2_PLXNA3_2,sema3d - (nrp2b+plxna3),SEMA3,sema3d,NRP2_PLXNA3_2,,,,,PMID: 27533782,Secreted Signaling
SEMA3D_NRP2_PLXNA4,sema3d - (nrp2+plxna4),SEMA3,sema3d,NRP2_PLXNA4,,,,,PMID: 27533782,Secreted Signaling
SEMA3FB_NRP2_PLXNA1_1,sema3fb - (nrp2a+plxna1a),SEMA3,sema3fb,NRP2_PLXNA1_1,,,,,PMID: 27533782,Secreted Signaling
SEMA3FA_NRP2_PLXNA1_1,sema3fa - (nrp2a+plxna1a),SEMA3,sema3fa,NRP2_PLXNA1_1,,,,,PMID: 27533782,Secreted Signaling
SEMA3FB_NRP2_PLXNA2_1,sema3fb - (nrp2a+plxna2),SEMA3,sema3fb,NRP2_PLXNA2_1,,,,,PMID: 27533782,Secreted Signaling
SEMA3FA_NRP2_PLXNA2_1,sema3fa - (nrp2a+plxna2),SEMA3,sema3fa,NRP2_PLXNA2_1,,,,,PMID: 27533782,Secreted Signaling
SEMA3FB_NRP2_PLXNA3_1,sema3fb - (nrp2a+plxna3),SEMA3,sema3fb,NRP2_PLXNA3_1,,,,,PMID: 27533782,Secreted Signaling
SEMA3FA_NRP2_PLXNA3_1,sema3fa - (nrp2a+plxna3),SEMA3,sema3fa,NRP2_PLXNA3_1,,,,,PMID: 27533782,Secreted Signaling
SEMA3FB_NRP2_PLXNA1_2,sema3fb - (nrp2b+plxna1a),SEMA3,sema3fb,NRP2_PLXNA1_2,,,,,PMID: 27533782,Secreted Signaling
SEMA3FA_NRP2_PLXNA1_2,sema3fa - (nrp2b+plxna1a),SEMA3,sema3fa,NRP2_PLXNA1_2,,,,,PMID: 27533782,Secreted Signaling
SEMA3FB_NRP2_PLXNA2_2,sema3fb - (nrp2b+plxna2),SEMA3,sema3fb,NRP2_PLXNA2_2,,,,,PMID: 27533782,Secreted Signaling
SEMA3FA_NRP2_PLXNA2_2,sema3fa - (nrp2b+plxna2),SEMA3,sema3fa,NRP2_PLXNA2_2,,,,,PMID: 27533782,Secreted Signaling
SEMA3FB_NRP2_PLXNA3_2,sema3fb - (nrp2b+plxna3),SEMA3,sema3fb,NRP2_PLXNA3_2,,,,,PMID: 27533782,Secreted Signaling
SEMA3FA_NRP2_PLXNA3_2,sema3fa - (nrp2b+plxna3),SEMA3,sema3fa,NRP2_PLXNA3_2,,,,,PMID: 27533782,Secreted Signaling
SEMA3FB_NRP2_PLXNA4,sema3fb - (nrp2+plxna4),SEMA3,sema3fb,NRP2_PLXNA4,,,,,PMID: 27533782,Secreted Signaling
SEMA3FA_NRP2_PLXNA4,sema3fa - (nrp2+plxna4),SEMA3,sema3fa,NRP2_PLXNA4,,,,,PMID: 27533782,Secreted Signaling
SEMA3BL_NRP2_PLXNA1_1,sema3bl - (nrp2a+plxna1a),SEMA3,sema3bl,NRP2_PLXNA1_1,,,,,PMID: 27533782,Secreted Signaling
SEMA3BL_NRP2_PLXNA2_1,sema3bl - (nrp2a+plxna2),SEMA3,sema3bl,NRP2_PLXNA2_1,,,,,PMID: 27533782,Secreted Signaling
SEMA3BL_NRP2_PLXNA3_1,sema3bl - (nrp2a+plxna3),SEMA3,sema3bl,NRP2_PLXNA3_1,,,,,PMID: 27533782,Secreted Signaling
SEMA3BL_NRP2_PLXNA1_2,sema3bl - (nrp2b+plxna1a),SEMA3,sema3bl,NRP2_PLXNA1_2,,,,,PMID: 27533782,Secreted Signaling
SEMA3BL_NRP2_PLXNA2_2,sema3bl - (nrp2b+plxna2),SEMA3,sema3bl,NRP2_PLXNA2_2,,,,,PMID: 27533782,Secreted Signaling
SEMA3BL_NRP2_PLXNA3_2,sema3bl - (nrp2b+plxna3),SEMA3,sema3bl,NRP2_PLXNA3_2,,,,,PMID: 27533782,Secreted Signaling
SEMA3BL_NRP2_PLXNA4,sema3bl - (nrp2+plxna4),SEMA3,sema3bl,NRP2_PLXNA4,,,,,PMID: 27533782,Secreted Signaling
SEMA3C_NRP1_NRP2_1,sema3c - (nrp1+nrp2a),SEMA3,sema3c,NRP1_NRP2_1,,,,,PMID: 27533782,Secreted Signaling
SEMA3C_NRP1_NRP2_2,sema3c - (nrp1+nrp2b),SEMA3,sema3c,NRP1_NRP2_2,,,,,PMID: 27533782,Secreted Signaling
COL1A1B_ITGA1_ITGB1,col1a1b - (itga1+itgb1),COLLAGEN,col1a1b,ITGA1_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL1A1A_ITGA1_ITGB1,col1a1a - (itga1+itgb1),COLLAGEN,col1a1a,ITGA1_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL1A2_ITGA1_ITGB1,col1a2 - (itga1+itgb1),COLLAGEN,col1a2,ITGA1_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL2A1A_ITGA1_ITGB1,col2a1a - (itga1+itgb1),COLLAGEN,col2a1a,ITGA1_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL2A1B_ITGA1_ITGB1,col2a1b - (itga1+itgb1),COLLAGEN,col2a1b,ITGA1_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL4A1_ITGA1_ITGB1,col4a1 - (itga1+itgb1),COLLAGEN,col4a1,ITGA1_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL4A2_ITGA1_ITGB1,col4a2 - (itga1+itgb1),COLLAGEN,col4a2,ITGA1_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL4A4_ITGA1_ITGB1,col4a4 - (itga1+itgb1),COLLAGEN,col4a4,ITGA1_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL6A1_ITGA1_ITGB1,col6a1 - (itga1+itgb1),COLLAGEN,col6a1,ITGA1_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL6A2_ITGA1_ITGB1,col6a2 - (itga1+itgb1),COLLAGEN,col6a2,ITGA1_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL6A3_ITGA1_ITGB1,col6a3 - (itga1+itgb1),COLLAGEN,col6a3,ITGA1_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL6A4A_ITGA1_ITGB1,col6a4a - (itga1+itgb1),COLLAGEN,col6a4a,ITGA1_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL6A6_ITGA1_ITGB1,si:ch211-62a1.3 - (itga1+itgb1),COLLAGEN,si:ch211-62a1.3,ITGA1_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL9A1B_ITGA1_ITGB1,col9a1b - (itga1+itgb1),COLLAGEN,col9a1b,ITGA1_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL9A1A_ITGA1_ITGB1,col9a1a - (itga1+itgb1),COLLAGEN,col9a1a,ITGA1_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL9A2_ITGA1_ITGB1,col9a2 - (itga1+itgb1),COLLAGEN,col9a2,ITGA1_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL9A3_ITGA1_ITGB1,col9a3 - (itga1+itgb1),COLLAGEN,col9a3,ITGA1_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL1A1B_ITGA2_ITGB1,col1a1b - (itga2+itgb1),COLLAGEN,col1a1b,ITGA2_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL1A1A_ITGA2_ITGB1,col1a1a - (itga2+itgb1),COLLAGEN,col1a1a,ITGA2_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL1A2_ITGA2_ITGB1,col1a2 - (itga2+itgb1),COLLAGEN,col1a2,ITGA2_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL2A1A_ITGA2_ITGB1,col2a1a - (itga2+itgb1),COLLAGEN,col2a1a,ITGA2_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
COL2A1B_ITGA2_ITGB1,col2a1b - (itga2+itgb1),COLLAGEN,col2a1b,ITGA2_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor
