,interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation
VTN_ITGAV_ITGB3,Vtn  - (Itgav+Itgb3),VTN,Vtn,ITGAV_ITGB3,,,,,KEGG: mmu04512,ECM-Receptor
VWF_ITGAV_ITGB3,Vwf  - (Itgav+Itgb3),VWF,Vwf,ITGAV_ITGB3,,,,,KEGG: mmu04512,ECM-Receptor
TNC_ITGAV_ITGB3,Tnc  - (Itgav+Itgb3),TENASCIN,Tnc,ITGAV_ITGB3,,,,,KEGG: mmu04512,ECM-Receptor
TNR_ITGAV_ITGB3,Tnr  - (Itgav+Itgb3),TENASCIN,Tnr,ITGAV_ITGB3,,,,,KEGG: mmu04512,ECM-Receptor
TNN_ITGAV_ITGB3,Tnn  - (Itgav+Itgb3),TENASCIN,Tnn,ITGAV_ITGB3,,,,,KEGG: mmu04512,ECM-Receptor
TNXB_ITGAV_ITGB3,Tnxb  - (Itgav+Itgb3),TENASCIN,Tnxb,ITGAV_ITGB3,,,,,KEGG: mmu04512,ECM-Receptor
IBSP_ITGAV_ITGB3,Ibsp  - (Itgav+Itgb3),BSP,Ibsp,ITGAV_ITGB3,,,,,KEGG: mmu04512,ECM-Receptor
THBS1_ITGAV_ITGB3,Thbs1  - (Itgav+Itgb3),THBS,Thbs1,ITGAV_ITGB3,,,,,KEGG: mmu04512,ECM-Receptor
THBS2_ITGAV_ITGB3,Thbs2  - (Itgav+Itgb3),THBS,Thbs2,ITGAV_ITGB3,,,,,KEGG: mmu04512,ECM-Receptor
THBS3_ITGAV_ITGB3,Thbs3  - (Itgav+Itgb3),THBS,Thbs3,ITGAV_ITGB3,,,,,KEGG: mmu04512,ECM-Receptor
THBS4_ITGAV_ITGB3,Thbs4  - (Itgav+Itgb3),THBS,Thbs4,ITGAV_ITGB3,,,,,KEGG: mmu04512,ECM-Receptor
COMP_ITGAV_ITGB3,Comp  - (Itgav+Itgb3),THBS,Comp,ITGAV_ITGB3,,,,,KEGG: mmu04512,ECM-Receptor
DMP1_ITGAV_ITGB3,Dmp1  - (Itgav+Itgb3),DMP1,Dmp1,ITGAV_ITGB3,,,,,KEGG: mmu04512,ECM-Receptor
FN1_ITGA2B_ITGB3,Fn1  - (Itga2b+Itgb3),FN1,Fn1,ITGA2B_ITGB3,,,,,KEGG: mmu04512,ECM-Receptor
VTN_ITGA2B_ITGB3,Vtn  - (Itga2b+Itgb3),VTN,Vtn,ITGA2B_ITGB3,,,,,KEGG: mmu04512,ECM-Receptor
VWF_ITGA2B_ITGB3,Vwf  - (Itga2b+Itgb3),VWF,Vwf,ITGA2B_ITGB3,,,,,KEGG: mmu04512,ECM-Receptor
TNC_ITGA2B_ITGB3,Tnc  - (Itga2b+Itgb3),TENASCIN,Tnc,ITGA2B_ITGB3,,,,,KEGG: mmu04512,ECM-Receptor
TNR_ITGA2B_ITGB3,Tnr  - (Itga2b+Itgb3),TENASCIN,Tnr,ITGA2B_ITGB3,,,,,KEGG: mmu04512,ECM-Receptor
TNN_ITGA2B_ITGB3,Tnn  - (Itga2b+Itgb3),TENASCIN,Tnn,ITGA2B_ITGB3,,,,,KEGG: mmu04512,ECM-Receptor
TNXB_ITGA2B_ITGB3,Tnxb  - (Itga2b+Itgb3),TENASCIN,Tnxb,ITGA2B_ITGB3,,,,,KEGG: mmu04512,ECM-Receptor
VTN_ITGAV_ITGB5,Vtn  - (Itgav+Itgb5),VTN,Vtn,ITGAV_ITGB5,,,,,KEGG: mmu04512,ECM-Receptor
IBSP_ITGAV_ITGB5,Ibsp  - (Itgav+Itgb5),BSP,Ibsp,ITGAV_ITGB5,,,,,KEGG: mmu04512,ECM-Receptor
TNC_ITGAV_ITGB6,Tnc  - (Itgav+Itgb6),TENASCIN,Tnc,ITGAV_ITGB6,,,,,KEGG: mmu04512,ECM-Receptor
TNR_ITGAV_ITGB6,Tnr  - (Itgav+Itgb6),TENASCIN,Tnr,ITGAV_ITGB6,,,,,KEGG: mmu04512,ECM-Receptor
TNN_ITGAV_ITGB6,Tnn  - (Itgav+Itgb6),TENASCIN,Tnn,ITGAV_ITGB6,,,,,KEGG: mmu04512,ECM-Receptor
TNXB_ITGAV_ITGB6,Tnxb  - (Itgav+Itgb6),TENASCIN,Tnxb,ITGAV_ITGB6,,,,,KEGG: mmu04512,ECM-Receptor
FN1_ITGAV_ITGB6,Fn1  - (Itgav+Itgb6),FN1,Fn1,ITGAV_ITGB6,,,,,KEGG: mmu04512,ECM-Receptor
DSPP_ITGAV_ITGB6,Dspp  - (Itgav+Itgb6),DSPP,Dspp,ITGAV_ITGB6,,,,,KEGG: mmu04512,ECM-Receptor
VTN_ITGAV_ITGB8,Vtn  - (Itgav+Itgb8),VTN,Vtn,ITGAV_ITGB8,,,,,KEGG: mmu04512,ECM-Receptor
FN1_ITGAV_ITGB8,Fn1  - (Itgav+Itgb8),FN1,Fn1,ITGAV_ITGB8,,,,,KEGG: mmu04512,ECM-Receptor
LAMA1_ITGAV_ITGB8,Lama1  - (Itgav+Itgb8),LAMININ,Lama1,ITGAV_ITGB8,,,,,KEGG: mmu04512,ECM-Receptor
LAMA2_ITGAV_ITGB8,Lama2  - (Itgav+Itgb8),LAMININ,Lama2,ITGAV_ITGB8,,,,,KEGG: mmu04512,ECM-Receptor
LAMA3_ITGAV_ITGB8,Lama3  - (Itgav+Itgb8),LAMININ,Lama3,ITGAV_ITGB8,,,,,KEGG: mmu04512,ECM-Receptor
LAMA4_ITGAV_ITGB8,Lama4  - (Itgav+Itgb8),LAMININ,Lama4,ITGAV_ITGB8,,,,,KEGG: mmu04512,ECM-Receptor
LAMA5_ITGAV_ITGB8,Lama5  - (Itgav+Itgb8),LAMININ,Lama5,ITGAV_ITGB8,,,,,KEGG: mmu04512,ECM-Receptor
LAMB1_ITGAV_ITGB8,Lamb1  - (Itgav+Itgb8),LAMININ,Lamb1,ITGAV_ITGB8,,,,,KEGG: mmu04512,ECM-Receptor
LAMB2_ITGAV_ITGB8,Lamb2  - (Itgav+Itgb8),LAMININ,Lamb2,ITGAV_ITGB8,,,,,KEGG: mmu04512,ECM-Receptor
LAMB3_ITGAV_ITGB8,Lamb3  - (Itgav+Itgb8),LAMININ,Lamb3,ITGAV_ITGB8,,,,,KEGG: mmu04512,ECM-Receptor
LAMC1_ITGAV_ITGB8,Lamc1  - (Itgav+Itgb8),LAMININ,Lamc1,ITGAV_ITGB8,,,,,KEGG: mmu04512,ECM-Receptor
LAMC2_ITGAV_ITGB8,Lamc2  - (Itgav+Itgb8),LAMININ,Lamc2,ITGAV_ITGB8,,,,,KEGG: mmu04512,ECM-Receptor
LAMC3_ITGAV_ITGB8,Lamc3  - (Itgav+Itgb8),LAMININ,Lamc3,ITGAV_ITGB8,,,,,KEGG: mmu04512,ECM-Receptor
COL1A1_ITGAV_ITGB8,Col1a1  - (Itgav+Itgb8),COLLAGEN,Col1a1,ITGAV_ITGB8,,,,,KEGG: mmu04512,ECM-Receptor
COL1A2_ITGAV_ITGB8,Col1a2  - (Itgav+Itgb8),COLLAGEN,Col1a2,ITGAV_ITGB8,,,,,KEGG: mmu04512,ECM-Receptor
COL2A1_ITGAV_ITGB8,Col2a1  - (Itgav+Itgb8),COLLAGEN,Col2a1,ITGAV_ITGB8,,,,,KEGG: mmu04512,ECM-Receptor
COL4A1_ITGAV_ITGB8,Col4a1  - (Itgav+Itgb8),COLLAGEN,Col4a1,ITGAV_ITGB8,,,,,KEGG: mmu04512,ECM-Receptor
COL4A2_ITGAV_ITGB8,Col4a2  - (Itgav+Itgb8),COLLAGEN,Col4a2,ITGAV_ITGB8,,,,,KEGG: mmu04512,ECM-Receptor
COL4A3_ITGAV_ITGB8,Col4a3  - (Itgav+Itgb8),COLLAGEN,Col4a3,ITGAV_ITGB8,,,,,KEGG: mmu04512,ECM-Receptor
COL4A4_ITGAV_ITGB8,Col4a4  - (Itgav+Itgb8),COLLAGEN,Col4a4,ITGAV_ITGB8,,,,,KEGG: mmu04512,ECM-Receptor
COL4A5_ITGAV_ITGB8,Col4a5  - (Itgav+Itgb8),COLLAGEN,Col4a5,ITGAV_ITGB8,,,,,KEGG: mmu04512,ECM-Receptor
COL4A6_ITGAV_ITGB8,Col4a6  - (Itgav+Itgb8),COLLAGEN,Col4a6,ITGAV_ITGB8,,,,,KEGG: mmu04512,ECM-Receptor
COL6A1_ITGAV_ITGB8,Col6a1  - (Itgav+Itgb8),COLLAGEN,Col6a1,ITGAV_ITGB8,,,,,KEGG: mmu04512,ECM-Receptor
COL6A2_ITGAV_ITGB8,Col6a2  - (Itgav+Itgb8),COLLAGEN,Col6a2,ITGAV_ITGB8,,,,,KEGG: mmu04512,ECM-Receptor
COL6A3_ITGAV_ITGB8,Col6a3  - (Itgav+Itgb8),COLLAGEN,Col6a3,ITGAV_ITGB8,,,,,KEGG: mmu04512,ECM-Receptor
COL6A4_ITGAV_ITGB8,Col6a4  - (Itgav+Itgb8),COLLAGEN,Col6a4,ITGAV_ITGB8,,,,,KEGG: mmu04512,ECM-Receptor
COL6A5_ITGAV_ITGB8,Col6a5  - (Itgav+Itgb8),COLLAGEN,Col6a5,ITGAV_ITGB8,,,,,KEGG: mmu04512,ECM-Receptor
COL6A6_ITGAV_ITGB8,Col6a6  - (Itgav+Itgb8),COLLAGEN,Col6a6,ITGAV_ITGB8,,,,,KEGG: mmu04512,ECM-Receptor
COL9A1_ITGAV_ITGB8,Col9a1  - (Itgav+Itgb8),COLLAGEN,Col9a1,ITGAV_ITGB8,,,,,KEGG: mmu04512,ECM-Receptor
COL9A2_ITGAV_ITGB8,Col9a2  - (Itgav+Itgb8),COLLAGEN,Col9a2,ITGAV_ITGB8,,,,,KEGG: mmu04512,ECM-Receptor
COL9A3_ITGAV_ITGB8,Col9a3  - (Itgav+Itgb8),COLLAGEN,Col9a3,ITGAV_ITGB8,,,,,KEGG: mmu04512,ECM-Receptor
LAMA1_ITGA6_ITGB4,Lama1  - (Itga6+Itgb4),LAMININ,Lama1,ITGA6_ITGB4,,,,,KEGG: mmu04512,ECM-Receptor
LAMA2_ITGA6_ITGB4,Lama2  - (Itga6+Itgb4),LAMININ,Lama2,ITGA6_ITGB4,,,,,KEGG: mmu04512,ECM-Receptor
LAMA3_ITGA6_ITGB4,Lama3  - (Itga6+Itgb4),LAMININ,Lama3,ITGA6_ITGB4,,,,,KEGG: mmu04512,ECM-Receptor
LAMA4_ITGA6_ITGB4,Lama4  - (Itga6+Itgb4),LAMININ,Lama4,ITGA6_ITGB4,,,,,KEGG: mmu04512,ECM-Receptor
LAMA5_ITGA6_ITGB4,Lama5  - (Itga6+Itgb4),LAMININ,Lama5,ITGA6_ITGB4,,,,,KEGG: mmu04512,ECM-Receptor
LAMB1_ITGA6_ITGB4,Lamb1  - (Itga6+Itgb4),LAMININ,Lamb1,ITGA6_ITGB4,,,,,KEGG: mmu04512,ECM-Receptor
LAMB2_ITGA6_ITGB4,Lamb2  - (Itga6+Itgb4),LAMININ,Lamb2,ITGA6_ITGB4,,,,,KEGG: mmu04512,ECM-Receptor
LAMB3_ITGA6_ITGB4,Lamb3  - (Itga6+Itgb4),LAMININ,Lamb3,ITGA6_ITGB4,,,,,KEGG: mmu04512,ECM-Receptor
LAMC1_ITGA6_ITGB4,Lamc1  - (Itga6+Itgb4),LAMININ,Lamc1,ITGA6_ITGB4,,,,,KEGG: mmu04512,ECM-Receptor
LAMC2_ITGA6_ITGB4,Lamc2  - (Itga6+Itgb4),LAMININ,Lamc2,ITGA6_ITGB4,,,,,KEGG: mmu04512,ECM-Receptor
LAMC3_ITGA6_ITGB4,Lamc3  - (Itga6+Itgb4),LAMININ,Lamc3,ITGA6_ITGB4,,,,,KEGG: mmu04512,ECM-Receptor
FN1_CD44,Fn1  - Cd44,FN1,Fn1,Cd44,,,,,KEGG: mmu04512,ECM-Receptor
COL1A1_CD44,Col1a1  - Cd44,COLLAGEN,Col1a1,Cd44,,,,,KEGG: mmu04512,ECM-Receptor
COL1A2_CD44,Col1a2  - Cd44,COLLAGEN,Col1a2,Cd44,,,,,KEGG: mmu04512,ECM-Receptor
COL2A1_CD44,Col2a1  - Cd44,COLLAGEN,Col2a1,Cd44,,,,,KEGG: mmu04512,ECM-Receptor
COL4A1_CD44,Col4a1  - Cd44,COLLAGEN,Col4a1,Cd44,,,,,KEGG: mmu04512,ECM-Receptor
COL4A2_CD44,Col4a2  - Cd44,COLLAGEN,Col4a2,Cd44,,,,,KEGG: mmu04512,ECM-Receptor
COL4A3_CD44,Col4a3  - Cd44,COLLAGEN,Col4a3,Cd44,,,,,KEGG: mmu04512,ECM-Receptor
COL4A4_CD44,Col4a4  - Cd44,COLLAGEN,Col4a4,Cd44,,,,,KEGG: mmu04512,ECM-Receptor
COL4A5_CD44,Col4a5  - Cd44,COLLAGEN,Col4a5,Cd44,,,,,KEGG: mmu04512,ECM-Receptor
COL4A6_CD44,Col4a6  - Cd44,COLLAGEN,Col4a6,Cd44,,,,,KEGG: mmu04512,ECM-Receptor
COL6A1_CD44,Col6a1  - Cd44,COLLAGEN,Col6a1,Cd44,,,,,KEGG: mmu04512,ECM-Receptor
COL6A2_CD44,Col6a2  - Cd44,COLLAGEN,Col6a2,Cd44,,,,,KEGG: mmu04512,ECM-Receptor
COL6A3_CD44,Col6a3  - Cd44,COLLAGEN,Col6a3,Cd44,,,,,KEGG: mmu04512,ECM-Receptor
COL6A4_CD44,Col6a4  - Cd44,COLLAGEN,Col6a4,Cd44,,,,,KEGG: mmu04512,ECM-Receptor
COL6A5_CD44,Col6a5  - Cd44,COLLAGEN,Col6a5,Cd44,,,,,KEGG: mmu04512,ECM-Receptor
COL6A6_CD44,Col6a6  - Cd44,COLLAGEN,Col6a6,Cd44,,,,,KEGG: mmu04512,ECM-Receptor
COL9A1_CD44,Col9a1  - Cd44,COLLAGEN,Col9a1,Cd44,,,,,KEGG: mmu04512,ECM-Receptor
COL9A2_CD44,Col9a2  - Cd44,COLLAGEN,Col9a2,Cd44,,,,,KEGG: mmu04512,ECM-Receptor
COL9A3_CD44,Col9a3  - Cd44,COLLAGEN,Col9a3,Cd44,,,,,KEGG: mmu04512,ECM-Receptor
LAMA1_CD44,Lama1  - Cd44,LAMININ,Lama1,Cd44,,,,,KEGG: mmu04512,ECM-Receptor
LAMA2_CD44,Lama2  - Cd44,LAMININ,Lama2,Cd44,,,,,KEGG: mmu04512,ECM-Receptor
LAMA3_CD44,Lama3  - Cd44,LAMININ,Lama3,Cd44,,,,,KEGG: mmu04512,ECM-Receptor
LAMA4_CD44,Lama4  - Cd44,LAMININ,Lama4,Cd44,,,,,KEGG: mmu04512,ECM-Receptor
LAMA5_CD44,Lama5  - Cd44,LAMININ,Lama5,Cd44,,,,,KEGG: mmu04512,ECM-Receptor
LAMB1_CD44,Lamb1  - Cd44,LAMININ,Lamb1,Cd44,,,,,KEGG: mmu04512,ECM-Receptor
LAMB2_CD44,Lamb2  - Cd44,LAMININ,Lamb2,Cd44,,,,,KEGG: mmu04512,ECM-Receptor
LAMB3_CD44,Lamb3  - Cd44,LAMININ,Lamb3,Cd44,,,,,KEGG: mmu04512,ECM-Receptor
LAMC1_CD44,Lamc1  - Cd44,LAMININ,Lamc1,Cd44,,,,,KEGG: mmu04512,ECM-Receptor
LAMC2_CD44,Lamc2  - Cd44,LAMININ,Lamc2,Cd44,,,,,KEGG: mmu04512,ECM-Receptor
LAMC3_CD44,Lamc3  - Cd44,LAMININ,Lamc3,Cd44,,,,,KEGG: mmu04512,ECM-Receptor
COL1A1_SDC1,Col1a1  - Sdc1,COLLAGEN,Col1a1,Sdc1,,,,,KEGG: mmu04512,ECM-Receptor
COL1A2_SDC1,Col1a2  - Sdc1,COLLAGEN,Col1a2,Sdc1,,,,,KEGG: mmu04512,ECM-Receptor
COL2A1_SDC1,Col2a1  - Sdc1,COLLAGEN,Col2a1,Sdc1,,,,,KEGG: mmu04512,ECM-Receptor
COL4A1_SDC1,Col4a1  - Sdc1,COLLAGEN,Col4a1,Sdc1,,,,,KEGG: mmu04512,ECM-Receptor
COL4A2_SDC1,Col4a2  - Sdc1,COLLAGEN,Col4a2,Sdc1,,,,,KEGG: mmu04512,ECM-Receptor
COL4A3_SDC1,Col4a3  - Sdc1,COLLAGEN,Col4a3,Sdc1,,,,,KEGG: mmu04512,ECM-Receptor
COL4A4_SDC1,Col4a4  - Sdc1,COLLAGEN,Col4a4,Sdc1,,,,,KEGG: mmu04512,ECM-Receptor
COL4A5_SDC1,Col4a5  - Sdc1,COLLAGEN,Col4a5,Sdc1,,,,,KEGG: mmu04512,ECM-Receptor
COL4A6_SDC1,Col4a6  - Sdc1,COLLAGEN,Col4a6,Sdc1,,,,,KEGG: mmu04512,ECM-Receptor
COL6A1_SDC1,Col6a1  - Sdc1,COLLAGEN,Col6a1,Sdc1,,,,,KEGG: mmu04512,ECM-Receptor
COL6A2_SDC1,Col6a2  - Sdc1,COLLAGEN,Col6a2,Sdc1,,,,,KEGG: mmu04512,ECM-Receptor
COL6A3_SDC1,Col6a3  - Sdc1,COLLAGEN,Col6a3,Sdc1,,,,,KEGG: mmu04512,ECM-Receptor
COL6A4_SDC1,Col6a4  - Sdc1,COLLAGEN,Col6a4,Sdc1,,,,,KEGG: mmu04512,ECM-Receptor
COL6A5_SDC1,Col6a5  - Sdc1,COLLAGEN,Col6a5,Sdc1,,,,,KEGG: mmu04512,ECM-Receptor
COL6A6_SDC1,Col6a6  - Sdc1,COLLAGEN,Col6a6,Sdc1,,,,,KEGG: mmu04512,ECM-Receptor
COL9A1_SDC1,Col9a1  - Sdc1,COLLAGEN,Col9a1,Sdc1,,,,,KEGG: mmu04512,ECM-Receptor
COL9A2_SDC1,Col9a2  - Sdc1,COLLAGEN,Col9a2,Sdc1,,,,,KEGG: mmu04512,ECM-Receptor
COL9A3_SDC1,Col9a3  - Sdc1,COLLAGEN,Col9a3,Sdc1,,,,,KEGG: mmu04512,ECM-Receptor
FN1_SDC1,Fn1  - Sdc1,FN1,Fn1,Sdc1,,,,,KEGG: mmu04512,ECM-Receptor
TNC_SDC1,Tnc  - Sdc1,TENASCIN,Tnc,Sdc1,,,,,KEGG: mmu04512,ECM-Receptor
TNR_SDC1,Tnr  - Sdc1,TENASCIN,Tnr,Sdc1,,,,,KEGG: mmu04512,ECM-Receptor
TNN_SDC1,Tnn  - Sdc1,TENASCIN,Tnn,Sdc1,,,,,KEGG: mmu04512,ECM-Receptor
TNXB_SDC1,Tnxb  - Sdc1,TENASCIN,Tnxb,Sdc1,,,,,KEGG: mmu04512,ECM-Receptor
THBS1_SDC1,Thbs1  - Sdc1,THBS,Thbs1,Sdc1,,,,,KEGG: mmu04512,ECM-Receptor
THBS2_SDC1,Thbs2  - Sdc1,THBS,Thbs2,Sdc1,,,,,KEGG: mmu04512,ECM-Receptor
THBS3_SDC1,Thbs3  - Sdc1,THBS,Thbs3,Sdc1,,,,,KEGG: mmu04512,ECM-Receptor
THBS4_SDC1,Thbs4  - Sdc1,THBS,Thbs4,Sdc1,,,,,KEGG: mmu04512,ECM-Receptor
COMP_SDC1,Comp  - Sdc1,THBS,Comp,Sdc1,,,,,KEGG: mmu04512,ECM-Receptor
COL1A1_SDC4,Col1a1  - Sdc4,COLLAGEN,Col1a1,Sdc4,,,,,KEGG: mmu04512,ECM-Receptor
COL1A2_SDC4,Col1a2  - Sdc4,COLLAGEN,Col1a2,Sdc4,,,,,KEGG: mmu04512,ECM-Receptor
COL2A1_SDC4,Col2a1  - Sdc4,COLLAGEN,Col2a1,Sdc4,,,,,KEGG: mmu04512,ECM-Receptor
COL4A1_SDC4,Col4a1  - Sdc4,COLLAGEN,Col4a1,Sdc4,,,,,KEGG: mmu04512,ECM-Receptor
COL4A2_SDC4,Col4a2  - Sdc4,COLLAGEN,Col4a2,Sdc4,,,,,KEGG: mmu04512,ECM-Receptor
COL4A3_SDC4,Col4a3  - Sdc4,COLLAGEN,Col4a3,Sdc4,,,,,KEGG: mmu04512,ECM-Receptor
COL4A4_SDC4,Col4a4  - Sdc4,COLLAGEN,Col4a4,Sdc4,,,,,KEGG: mmu04512,ECM-Receptor
COL4A5_SDC4,Col4a5  - Sdc4,COLLAGEN,Col4a5,Sdc4,,,,,KEGG: mmu04512,ECM-Receptor
COL4A6_SDC4,Col4a6  - Sdc4,COLLAGEN,Col4a6,Sdc4,,,,,KEGG: mmu04512,ECM-Receptor
COL6A1_SDC4,Col6a1  - Sdc4,COLLAGEN,Col6a1,Sdc4,,,,,KEGG: mmu04512,ECM-Receptor
COL6A2_SDC4,Col6a2  - Sdc4,COLLAGEN,Col6a2,Sdc4,,,,,KEGG: mmu04512,ECM-Receptor
COL6A3_SDC4,Col6a3  - Sdc4,COLLAGEN,Col6a3,Sdc4,,,,,KEGG: mmu04512,ECM-Receptor
COL6A4_SDC4,Col6a4  - Sdc4,COLLAGEN,Col6a4,Sdc4,,,,,KEGG: mmu04512,ECM-Receptor
COL6A5_SDC4,Col6a5  - Sdc4,COLLAGEN,Col6a5,Sdc4,,,,,KEGG: mmu04512,ECM-Receptor
COL6A6_SDC4,Col6a6  - Sdc4,COLLAGEN,Col6a6,Sdc4,,,,,KEGG: mmu04512,ECM-Receptor
COL9A1_SDC4,Col9a1  - Sdc4,COLLAGEN,Col9a1,Sdc4,,,,,KEGG: mmu04512,ECM-Receptor
COL9A2_SDC4,Col9a2  - Sdc4,COLLAGEN,Col9a2,Sdc4,,,,,KEGG: mmu04512,ECM-Receptor
COL9A3_SDC4,Col9a3  - Sdc4,COLLAGEN,Col9a3,Sdc4,,,,,KEGG: mmu04512,ECM-Receptor
FN1_SDC4,Fn1  - Sdc4,FN1,Fn1,Sdc4,,,,,KEGG: mmu04512,ECM-Receptor
TNC_SDC4,Tnc  - Sdc4,TENASCIN,Tnc,Sdc4,,,,,KEGG: mmu04512,ECM-Receptor
TNR_SDC4,Tnr  - Sdc4,TENASCIN,Tnr,Sdc4,,,,,KEGG: mmu04512,ECM-Receptor
TNN_SDC4,Tnn  - Sdc4,TENASCIN,Tnn,Sdc4,,,,,KEGG: mmu04512,ECM-Receptor
TNXB_SDC4,Tnxb  - Sdc4,TENASCIN,Tnxb,Sdc4,,,,,KEGG: mmu04512,ECM-Receptor
THBS1_SDC4,Thbs1  - Sdc4,THBS,Thbs1,Sdc4,,,,,KEGG: mmu04512,ECM-Receptor
THBS2_SDC4,Thbs2  - Sdc4,THBS,Thbs2,Sdc4,,,,,KEGG: mmu04512,ECM-Receptor
THBS3_SDC4,Thbs3  - Sdc4,THBS,Thbs3,Sdc4,,,,,KEGG: mmu04512,ECM-Receptor
THBS4_SDC4,Thbs4  - Sdc4,THBS,Thbs4,Sdc4,,,,,KEGG: mmu04512,ECM-Receptor
COMP_SDC4,Comp  - Sdc4,THBS,Comp,Sdc4,,,,,KEGG: mmu04512,ECM-Receptor
LAMA1_SV2A,Lama1  - Sv2a,LAMININ,Lama1,Sv2a,,,,,KEGG: mmu04512,ECM-Receptor
LAMA2_SV2A,Lama2  - Sv2a,LAMININ,Lama2,Sv2a,,,,,KEGG: mmu04512,ECM-Receptor
LAMA3_SV2A,Lama3  - Sv2a,LAMININ,Lama3,Sv2a,,,,,KEGG: mmu04512,ECM-Receptor
LAMA4_SV2A,Lama4  - Sv2a,LAMININ,Lama4,Sv2a,,,,,KEGG: mmu04512,ECM-Receptor
LAMA5_SV2A,Lama5  - Sv2a,LAMININ,Lama5,Sv2a,,,,,KEGG: mmu04512,ECM-Receptor
LAMB1_SV2A,Lamb1  - Sv2a,LAMININ,Lamb1,Sv2a,,,,,KEGG: mmu04512,ECM-Receptor
LAMB2_SV2A,Lamb2  - Sv2a,LAMININ,Lamb2,Sv2a,,,,,KEGG: mmu04512,ECM-Receptor
LAMB3_SV2A,Lamb3  - Sv2a,LAMININ,Lamb3,Sv2a,,,,,KEGG: mmu04512,ECM-Receptor
LAMC1_SV2A,Lamc1  - Sv2a,LAMININ,Lamc1,Sv2a,,,,,KEGG: mmu04512,ECM-Receptor
LAMC2_SV2A,Lamc2  - Sv2a,LAMININ,Lamc2,Sv2a,,,,,KEGG: mmu04512,ECM-Receptor
LAMC3_SV2A,Lamc3  - Sv2a,LAMININ,Lamc3,Sv2a,,,,,KEGG: mmu04512,ECM-Receptor
LAMA1_SV2B,Lama1  - Sv2b,LAMININ,Lama1,Sv2b,,,,,KEGG: mmu04512,ECM-Receptor
LAMA2_SV2B,Lama2  - Sv2b,LAMININ,Lama2,Sv2b,,,,,KEGG: mmu04512,ECM-Receptor
LAMA3_SV2B,Lama3  - Sv2b,LAMININ,Lama3,Sv2b,,,,,KEGG: mmu04512,ECM-Receptor
LAMA4_SV2B,Lama4  - Sv2b,LAMININ,Lama4,Sv2b,,,,,KEGG: mmu04512,ECM-Receptor
LAMA5_SV2B,Lama5  - Sv2b,LAMININ,Lama5,Sv2b,,,,,KEGG: mmu04512,ECM-Receptor
LAMB1_SV2B,Lamb1  - Sv2b,LAMININ,Lamb1,Sv2b,,,,,KEGG: mmu04512,ECM-Receptor
LAMB2_SV2B,Lamb2  - Sv2b,LAMININ,Lamb2,Sv2b,,,,,KEGG: mmu04512,ECM-Receptor
LAMB3_SV2B,Lamb3  - Sv2b,LAMININ,Lamb3,Sv2b,,,,,KEGG: mmu04512,ECM-Receptor
LAMC1_SV2B,Lamc1  - Sv2b,LAMININ,Lamc1,Sv2b,,,,,KEGG: mmu04512,ECM-Receptor
LAMC2_SV2B,Lamc2  - Sv2b,LAMININ,Lamc2,Sv2b,,,,,KEGG: mmu04512,ECM-Receptor
LAMC3_SV2B,Lamc3  - Sv2b,LAMININ,Lamc3,Sv2b,,,,,KEGG: mmu04512,ECM-Receptor
LAMA1_SV2C,Lama1  - Sv2c,LAMININ,Lama1,Sv2c,,,,,KEGG: mmu04512,ECM-Receptor
LAMA2_SV2C,Lama2  - Sv2c,LAMININ,Lama2,Sv2c,,,,,KEGG: mmu04512,ECM-Receptor
LAMA3_SV2C,Lama3  - Sv2c,LAMININ,Lama3,Sv2c,,,,,KEGG: mmu04512,ECM-Receptor
LAMA4_SV2C,Lama4  - Sv2c,LAMININ,Lama4,Sv2c,,,,,KEGG: mmu04512,ECM-Receptor
LAMA5_SV2C,Lama5  - Sv2c,LAMININ,Lama5,Sv2c,,,,,KEGG: mmu04512,ECM-Receptor
LAMB1_SV2C,Lamb1  - Sv2c,LAMININ,Lamb1,Sv2c,,,,,KEGG: mmu04512,ECM-Receptor
LAMB2_SV2C,Lamb2  - Sv2c,LAMININ,Lamb2,Sv2c,,,,,KEGG: mmu04512,ECM-Receptor
LAMB3_SV2C,Lamb3  - Sv2c,LAMININ,Lamb3,Sv2c,,,,,KEGG: mmu04512,ECM-Receptor
LAMC1_SV2C,Lamc1  - Sv2c,LAMININ,Lamc1,Sv2c,,,,,KEGG: mmu04512,ECM-Receptor
LAMC2_SV2C,Lamc2  - Sv2c,LAMININ,Lamc2,Sv2c,,,,,KEGG: mmu04512,ECM-Receptor
LAMC3_SV2C,Lamc3  - Sv2c,LAMININ,Lamc3,Sv2c,,,,,KEGG: mmu04512,ECM-Receptor
THBS1_CD36,Thbs1  - Cd36,THBS,Thbs1,Cd36,,,,,KEGG: mmu04512,ECM-Receptor
THBS2_CD36,Thbs2  - Cd36,THBS,Thbs2,Cd36,,,,,KEGG: mmu04512,ECM-Receptor
THBS3_CD36,Thbs3  - Cd36,THBS,Thbs3,Cd36,,,,,KEGG: mmu04512,ECM-Receptor
THBS4_CD36,Thbs4  - Cd36,THBS,Thbs4,Cd36,,,,,KEGG: mmu04512,ECM-Receptor
COMP_CD36,Comp  - Cd36,THBS,Comp,Cd36,,,,,KEGG: mmu04512,ECM-Receptor
